2006,05,23,63,55,46
2006,05,24,68,60,51
2006,05,25,77,62,47
2006,05,26,78,68,58
2006,05,27,74,67,60
2006,05,28,72,67,62
2006,05,29,84,73,62
2006,05,30,70,63,55
2006,05,31,79,67,54
2006,06,01,89,77,64
2006,06,02,71,65,59
2006,06,03,59,56,52
2006,06,04,61,57,52
2006,06,05,70,64,57
2006,06,06,65,61,56
2006,06,07,58,56,53
2006,06,08,61,57,52
2006,06,09,63,60,57
2006,06,10,61,57,53
2006,06,11,73,63,52
2006,06,12,77,68,58
2006,06,13,74,68,62
2006,06,14,73,67,61
2006,06,15,78,69,60
2006,06,16,80,71,61
2006,06,17,85,76,66
2006,06,18,91,78,64
2006,06,19,93,83,72
2006,06,20,84,77,69
2006,06,21,79,72,64
2006,06,22,85,74,63
2006,06,23,84,76,67
2006,06,24,70,68,65
2006,06,25,66,64,62
2006,06,26,83,73,62
2006,06,27,84,76,68
2006,06,28,77,73,68
2006,06,29,78,74,70
2006,06,30,81,73,65
2006,07,01,85,76,66
2006,07,02,87,78,69
2006,07,03,84,78,72
2006,07,04,88,78,68
2006,07,05,81,76,71
2006,07,06,77,71,65
2006,07,07,83,73,63
2006,07,08,76,69,62
2006,07,09,88,75,62
2006,07,10,87,77,67
2006,07,11,84,76,68
2006,07,12,80,73,66
2006,07,13,75,70,65
2006,07,14,92,80,67
2006,07,15,89,79,69
2006,07,16,85,77,68
2006,07,17,92,81,70
2006,07,18,96,84,71
2006,07,19,77,72,66
2006,07,20,72,68,64
2006,07,21,88,78,68
2006,07,22,78,73,68
2006,07,23,77,73,69
2006,07,24,85,74,63
2006,07,25,87,78,68
2006,07,26,88,79,70
2006,07,27,91,81,71
2006,07,28,92,83,73
2006,07,29,90,81,71
2006,07,30,84,75,66
2006,07,31,80,73,66
2006,08,01,94,86,77
2006,08,02,98,88,78
2006,08,03,95,81,67
2006,08,04,74,71,67
2006,08,05,84,77,69
2006,08,06,75,70,64
2006,08,07,86,77,68
2006,08,08,83,76,68
2006,08,09,77,71,64
2006,08,10,86,77,67
2006,08,11,73,67,61
2006,08,12,77,67,57
2006,08,13,78,69,59
2006,08,14,86,73,60
2006,08,15,82,76,70
2006,08,16,83,75,66
2006,08,17,76,71,66
2006,08,18,82,74,66
2006,08,19,84,74,64
2006,08,20,84,74,63
2006,08,21,77,70,62
2006,08,22,84,75,65
2006,08,23,73,69,65
2006,08,24,71,67,63
2006,08,25,65,62,59
2006,08,26,69,64,58
2006,08,27,67,62,57
2006,08,28,72,66,59
2006,08,29,62,61,60
2006,08,30,73,67,61
2006,08,31,74,65,55
2006,09,01,69,65,60
2006,09,02,66,64,62
2006,09,03,67,64,61
2006,09,04,76,69,62
2006,09,05,72,67,61
2006,09,06,74,68,62
2006,09,07,73,68,62
2006,09,08,80,71,62
2006,09,09,84,74,63
2006,09,10,67,62,56
2006,09,11,66,59,52
2006,09,12,67,59,50
2006,09,13,67,59,50
2006,09,14,71,65,58
2006,09,15,71,66,61
2006,09,16,74,67,59
2006,09,17,77,69,61
2006,09,18,83,73,62
2006,09,19,82,75,68
2006,09,20,74,66,58
2006,09,21,66,60,53
2006,09,22,70,61,52
2006,09,23,71,65,59
2006,09,24,83,74,64
2006,09,25,68,61,54
2006,09,26,71,63,54
2006,09,27,69,60,50
2006,09,28,68,61,53
2006,09,29,68,60,51
2006,09,30,61,53,45
2006,10,01,60,56,53
2006,10,02,68,59,50
2006,10,03,76,63,50
2006,10,04,77,68,58
2006,10,05,69,61,52
2006,10,06,58,53,47
2006,10,07,59,53,47
2006,10,08,66,56,45
2006,10,09,80,65,50
2006,10,10,64,59,54
2006,10,11,60,56,52
2006,10,12,73,66,59
2006,10,13,60,52,44
2006,10,14,61,51,41
2006,10,15,57,49,41
2006,10,16,57,50,43
2006,10,17,55,49,43
2006,10,18,71,62,53
2006,10,19,65,60,54
2006,10,20,64,55,45
2006,10,21,56,49,42
2006,10,22,57,48,38
2006,10,23,56,51,46
2006,10,24,54,49,43
2006,10,25,55,49,42
2006,10,26,51,46,40
2006,10,27,49,43,37
2006,10,28,63,55,46
2006,10,29,53,49,45
2006,10,30,58,51,44
2006,10,31,65,55,44
2006,11,01,68,59,50
2006,11,02,53,47,40
2006,11,03,48,42,35
2006,11,04,48,41,34
2006,11,05,48,41,34
2006,11,06,57,48,39
2006,11,07,58,48,38
2006,11,08,55,53,50
2006,11,09,65,59,53
2006,11,10,63,55,46
2006,11,11,66,54,42
2006,11,12,58,54,49
2006,11,13,54,52,49
2006,11,14,62,57,51
2006,11,15,63,58,52
2006,11,16,69,61,53
2006,11,17,68,59,50
2006,11,18,53,48,43
2006,11,19,45,43,41
2006,11,20,44,39,33
2006,11,21,42,37,32
2006,11,22,46,40,34
2006,11,23,47,43,39
2006,11,24,53,48,42
2006,11,25,45,40,34
2006,11,26,58,47,36
2006,11,27,62,53,43
2006,11,28,54,47,39
2006,11,29,53,46,39
2006,11,30,69,61,52
2006,12,01,67,63,59
2006,12,02,62,51,39
2006,12,03,45,40,35
2006,12,04,41,36,30
2006,12,05,34,31,28
2006,12,06,46,36,25
2006,12,07,54,44,34
2006,12,08,34,27,20
2006,12,09,38,31,24
2006,12,10,52,43,34
2006,12,11,48,42,35
2006,12,12,45,39,33
2006,12,13,52,46,40
2006,12,14,57,51,44
2006,12,15,54,49,43
2006,12,16,53,47,40
2006,12,17,56,46,36
2006,12,18,55,49,42
2006,12,19,43,38,32
2006,12,20,43,36,29
2006,12,21,52,46,39
2006,12,22,43,38,32
2006,12,23,58,51,43
2006,12,24,50,44,38
2006,12,25,46,40,33
2006,12,26,49,44,39
2006,12,27,43,39,34
2006,12,28,44,38,31
2006,12,29,34,30,25
2006,12,30,37,31,25
2006,12,31,40,34,27
